OWN_PN;OWN_PROD_NAME;TABLE.OWN_PROD_NAME
210-ABCT;NS(Gii:104109276) VRTX Rack Chassis;PowerEdge VRTX Rack Gehäuse;
210-ABCT;NS(Gii:104109276) VRTX Rack Chassis;PS (Gii 103077371) VRTX Rack Chassis;
210-ABCT;NS(Gii:104109276) VRTX Rack Chassis;SL (Gii 103233836) VRTX Rack Chassis;
210-ABCT;NS(Gii:104109276) VRTX Rack Chassis;SL (Gii: 102981801) VRTX Rack Chasis;
210-ABCT;NS(Gii:104109276) VRTX Rack Chassis;SL (Gii: 102981850) VRTX Rack Chasis;
210-ABCT;NS(Gii:104109276) VRTX Rack Chassis;Tarnybiniu stociu moduline talpykla;
210-ABCT;NS(Gii:104109276) VRTX Rack Chassis;VRTX(giiquote:100380273/12);
210-ABCT;NS(Gii:104109276) VRTX Rack Chassis;ZR (Gii 103181821) VRTX Rack Chassis;
874309-B21#0D1;HPE APOLLO2000 GEN10 SVR NODE BLANK;HPE Apollo 2000 Gen10 Server Node FIO Bl;
874309-B21;HPE APOLLO2000 GEN10 SVR NODE BLANK;APOLLO2000 GEN10 SVR NODE BLK;
874309-B21;HPE APOLLO2000 GEN10 SVR NODE BLANK;HPE Apollo 2000 Gen10 Server Node Blank;
874309-B21;HPE APOLLO2000 GEN10 SVR NODE BLANK;HPE HPE Apollo2000 Gen10 Svr Node Blank;
3.00001E+13;XC730XD NIC;XC630 Web-Scale Converged Appliance;
3.00003E+13;EMC-XC740XDENT 2Node Hyper-Converged Appliance;"960GB 2.5"" SAS Solid State Drive";
3.00003E+13;VXRAIL E560 Flash Drive Array;"960GB 2.5"" SAS Solid State Drive";
3,00001E+12;XC730XD Xeon NIC;XC6300 Web-Scale Converged Appliance;
210-ANLW;LB(Gii:104155976) XC640ENT;BASE HCI XC640ENT ESXI;
210-ANLW;LB(Gii:104155976) XC640ENT;BASE,HCI,XC640ENT,ESXI DELL EMC XC640;
210-ANLW;LB(Gii:104155976) XC640ENT;CH (Gii 103270187) XC640ENT;
210-ANLW;LB(Gii:104155976) XC640ENT;CH(Gii:103543219) XC640ENT;
210-ANLW;LB(Gii:104155976) XC640ENT;DELL EMC XC640ENT F R ESXI [DELL EMC XC;
210-ANLW;LB(Gii:104155976) XC640ENT;DELL EMC XC640ENT FOR ESXI;
210-ANLW;LB(Gii:104155976) XC640ENT;DELL EMC XC640ENT POUR ESXI [D ELL EMC XC640 - ULTIMATE;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;(GIIQuote:99102910) VRTX Rack Chassis 18*600GB 3YRPRO4HR;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;(GIIQuote:99524385) VRTX 25*1.2TB 1.4TB 5YRPRO4HR;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;(GIIQuote:99524385) VRTX 25*1.2TB 5YRPRO4HR;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;(GIIQuote:99640691) VRTX 10Gb H710P 12*900GB 3YRPRO4HR;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;(GIIQuote:100217158) VRTX;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;(GIIQuote:100328136) VRTX;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;(GIIQuote:100360931) VRTX Chassis;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;(GIIQuote:100425878.10) VRTX;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;(GIIQuote:100428456/5) VRTX;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;:B&H-Poste:2000160962 dell pe vrtx chass;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;:B&H-Poste:2000161869 DELL PE VRTX CHASS;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;:CR21:DELL PWRDG VRTX I350 5Y;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;:CRHN:DELL POWEREDGE VRTX CHASSIS RACK;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;:DIRISI:DELL VRTX 25*1,2To BROADCOM 5719;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;:MINDEF:DELL PWRDG VRTX I350 5Y;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;:POSTE:DELL PE VRTX Chassis Rack 11x300G;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;:UNIHA:DELL PE VRTX ChÃ¢ssis Rack 6x600GB;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;:UNIHA:DELL PE VRTX ChÃ¢ssis Rack 10x1,2T;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?17911342.9;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?17955501;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?17963434;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?18404389.2;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?18416509;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?18421834;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?18588135;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?22793384.3;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?22831976.2;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?22982117;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?23038285;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?23045949.2;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?23054288;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/210-ABCT?23186489.2;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/BUNDEL POWEREDGE VRTX RACK;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/Dell 210-ABCT?18183625;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;BTO/Dell 210-ABCT?18243222.2;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;CS/Dell PowerEdge VRTX;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;CS/Dell PowerEdge VRTX chasis;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;CS/Dell PowerEdge VRTX chasis para rack;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;CS/Dell PowerEdge VRTX rack;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;CS/Dell PowerEdge VRTX Rack Chassis;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;CS/PowerEdge VRTX chasis para rack;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;cs/PowerEdge VRTX chasis para rack;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;CS/PowerEdge VRTX Rack;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;CS/PowerEdge VRTX Rack Chassis;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;cs/Poweredge VRTX rack chassis;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;CS/PowerEdge VRTX Rack Chassis[Dell Powe;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;CS/PowerEdge VRTX Rack for blades;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;DELL POWEREDGE VRTX 10X1TB NLSAS 5Y BASI;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;DELL POWEREDGE VRTX CHASSIS RA CK;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;DELL POWEREDGE VRTX RACK;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;DELL PowerEdge VRTX Rack;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;DELL PowerEdge VRTX Rack Gehaeuse;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;DELL POWEREDGE VRTX WITH 2XM630P 5Y PROP;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;HC (Gii: 102421482) VRTX;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;HC (Gii: 102481160) VRTX Rack Chassis;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;HC GII 102855840 VRTX;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;HC(EQ:101390414/2)VRTX;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;HC(GII:101250146/2)VRTX;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;JS (Gii: 102174427.1) VRTX Rack + M630;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;JS (Gii: 102174430.1) VRTX Rack + M630;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;LM (GIIQuote:101475038.2) VRTX;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;MS(Gii:100987176) VRTX;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;POWEREDGE VRTX CHASSIS RACK;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;POWEREDGE VRTX CHASSIS RACK CO NFIGURATION RACK POWEREDGE VRT;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;PowerEdge VRTX obudowa do monta¿u w szafie serwerowej;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;PowerEdge VRTX obudowa do montau w szafie serwerowej;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;POWEREDGE VRTX RACK;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;PowerEdge VRTX Rack;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;PowerEdge Vrtx Rack;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;PowerEdge VRTX Rack-Gehäuse;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;POWEREDGE VRTX RACK CHASSIS;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;PowerEdge VRTX Rack Chassis;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;PowerEdge VRTX Rack Chassis [Dell PowerEdge VRTX];
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;PowerEdge VRTX Rack Chassis, PM#3652724;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;PowerEdge VRTX Rack Gehäuse;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;PS (Gii 103077371) VRTX Rack Chassis;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;SL (Gii 103233836) VRTX Rack Chassis;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;SL (Gii: 102981801) VRTX Rack Chasis;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;SL (Gii: 102981850) VRTX Rack Chasis;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;Tarnybiniu stociu moduline talpykla;
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;VRTX(giiquote:100380273/12);
210-ABCT;DH(Gii:104161035.5) VRTX Rack Chassis;ZR (Gii 103181821) VRTX Rack Chassis;
UCP-HCV240-SN.P;UCP HyperConverged VMware V240 Serial Nu;UCP HYPERCONVERGED VMWARE V240 SERIAL NU;
Q8A66A;HPE OmniStack 16-22c 2P Extra Small SW;HPE OMNISTACK 16-22C 2P EXTRA SMALL SW;
VX14GDRVBLANK;VxRail 14G DRIVE BLANK;VXRAIL 14G DRIVE BLANK;
INSTALCTRYFRAR740H;VxRail-500 FRANCE SHIPMOD H;VXRAIL-500 FRANCE SHIPMOD H;
Q8C92A;HPE NS CS7000 Hybrid Fld Upgr;HPE HPE NS CS7000 Hybrid Fld;
210-ABUX;PP(Gii104227121.2) FX2;(GIIQuote:99573434.6) BTO PowerEdge FX2  Ready Rails  DualPSU 2000W  3Yr PRO4HR;
210-ABUX;PP(Gii104227121.2) FX2;(GIIQuote:100207760.6) FX2;
210-ABUX;PP(Gii104227121.2) FX2;(GIIQuote:100626133/7) FX2;
210-ABUX;PP(Gii104227121.2) FX2;:SNCF:DELL PowerEdge FX2 Chassis SD 2GB;
210-ABUX;PP(Gii104227121.2) FX2;:UNIHA:DELL PowerEdge FX2 Chassis;
210-ABUX;PP(Gii104227121.2) FX2;AS (Gii 103333783) FX2;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?17880671/2;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?17981851.6;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?17981851.6.B;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?18001110.2;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?18341821;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?18341821.B;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?18351845;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?18502024;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?18502024.B;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?23059970;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?23182264.3;
210-ABUX;PP(Gii104227121.2) FX2;BTO/210-ABUX?23295859;
210-ABUX;PP(Gii104227121.2) FX2;BTO/Dell 210-ABUX?18195516.3;
210-ABUX;PP(Gii104227121.2) FX2;BTO/Dell 210-ABUX?18237499;
210-ABUX;PP(Gii104227121.2) FX2;BTO/Dell PowerEdge FX2 Chassis;
210-ABUX;PP(Gii104227121.2) FX2;BTO/Dell PowerEdge FX2 Chassis for up to;
210-ABUX;PP(Gii104227121.2) FX2;BTO/PowerEdge FX2 Chassis;
210-ABUX;PP(Gii104227121.2) FX2;CS/Dell PowerEdge FX2;
210-ABUX;PP(Gii104227121.2) FX2;CS/PE FX2 Chassis 3Y PS;
210-ABUX;PP(Gii104227121.2) FX2;CS/PowerEdge FX2;
210-ABUX;PP(Gii104227121.2) FX2;DELL BTO PowerEdge FX2 [PowerEdge FX2;
210-ABUX;PP(Gii104227121.2) FX2;DELL FX 2 + 3 NODES;
210-ABUX;PP(Gii104227121.2) FX2;DELL POWEREDGE FX2;
210-ABUX;PP(Gii104227121.2) FX2;Dell PowerEdge FX2;
210-ABUX;PP(Gii104227121.2) FX2;HC (Gii 103139470/3) FX2;
210-ABUX;PP(Gii104227121.2) FX2;HC(GII:100581062.11)FX2;
210-ABUX;PP(Gii104227121.2) FX2;LB(Gii:103399399.3) FX2;
210-ABUX;PP(Gii104227121.2) FX2;LM  (GIIQuote:101074959.15) FX2;
210-ABUX;PP(Gii104227121.2) FX2;POWEREDGE FX2;
210-ABUX;PP(Gii104227121.2) FX2;PowerEdge FX2;
210-ABUX;PP(Gii104227121.2) FX2;POWEREDGE FX2 CHASSIS FX2S 2*2 000W 1XCMC 2X1GBE PASS TROUGH;
210-ABUX;PP(Gii104227121.2) FX2;POWEREDGE FX2 CHASSIS FX2S 2X2 000W 1XCMC 2GB SD 2*PASS TRI;
210-ABUX;PP(Gii104227121.2) FX2;Poweredge Fx2 Configurato;
210-ABUX;PP(Gii104227121.2) FX2;PP (Gii 102972244) FX2;
210-ABUX;PP(Gii104227121.2) FX2;PP (Gii 103241233) FX2;
210-ABUX;PP(Gii104227121.2) FX2;PS (Gii: 102490442) FX2;
210-ABUX;PP(Gii104227121.2) FX2;SL (Gii: 102759314/4) FX2;
210-ABUX;PP(Gii104227121.2) FX2;SL (Gii: 102941100) FX2;
210-ABUX;PP(Gii104227121.2) FX2;SL (Gii: 102941199) FX2;
210-ABUX;PP(Gii104227121.2) FX2;ZR (Gii 103094518) PowerEdge FX2;
210-ABUX;PP(Gii104227121.2) FX2;ZR (Gii 103187182) FX2;
210-ABUX;PP(Gii104227121.2) FX2;ZR (Gii 103333348.1) FX2;
210-ABUX;PP(Gii104227121.2) FX2;ZR (Gii: 102562678) FX2 Chassis;
210-ABUX;PP(Gii104227121.2) FX2;ZR (Gii: 102562732) FX2 Chassis;
210-ABUX;PP(Gii104227121.2) FX2;ZR (Gii: 102824121) FX2;
RISER640CNFG2DUAL;VXRAIL-500 RISER R640 CONFIG2 L;VXRAIL-500 R640 Drive Array;
RISER640CNFG2DUAL;VXRAIL-500 RISER R640 CONFIG2 L;VXRAIL-500 RISER R640 CONFIG2;
RISER640CNFG2DUAL;VXRAIL-500 RISER R640 CONFIG2 L;VXRAIL-500 RISER R640 CONFIG2 LP;
RISER640CNFG2DUAL;VXRAIL-500 RISER R640 CONFIG2 L;VxRail-500 RISER R640 CONFIG2 LP;
2SE560HSKDM165OL;VXRAIL-500 2S E560 165WL HTK DI;VXRAIL-500 2S E560 165WL HTK D;
2SE560HSKDM165OL;VXRAIL-500 2S E560 165WL HTK DI;VXRAIL-500 2S E560 165WL HTK DIMM BLNK;
2SE560HSKDM165OL;VXRAIL-500 2S E560 165WL HTK DI;VxRail-500 2S E560 165WL HTK DIMM BLNK;
2SE560HSKDM165OL;VXRAIL-500 2S E560 165WL HTK DI;VXRAIL 500 Flash Drive Array;
95Y3318;*FOD* FLEX SYSTEM FABRIC SI4093 SYSTEM I;FLEX SYSTEM FABRIC SI4093 SYSTEM INTERCONNECT MODULE (UPGRADE 1);
95Y3318;*FOD* FLEX SYSTEM FABRIC SI4093 SYSTEM I;LENOVO DCG Flex System Fabric SI4093;
E0K6PLL;IBM PUREDATA SYSTEM FOR ANALYT ICS N3001-005 APPLIANCE INSTAL;IBM PureData System for Analytics N3001;
E0K6PLL;IBM PUREDATA SYSTEM FOR ANALYT ICS N3001-005 APPLIANCE INSTAL;IBM PUREDATA SYSTEM FOR ANALYTICS N3001-;
E0K6PLL;IBM PUREDATA SYSTEM FOR ANALYT ICS N3001-005 APPLIANCE INSTAL;PUREDATA SYS ANALYT*CNG12M902;
E0K6RLL;IBM PUREDATA SYSTEM FOR ANALYT ICS N3001-005 APPLIANCE INSTAL;IBM PUREDATA SYSTEM FOR ANALYTICS N300;
E0K6RLL;IBM PUREDATA SYSTEM FOR ANALYT ICS N3001-005 APPLIANCE INSTAL;IBM PUREDATA SYSTEM FOR ANALYTICS N3001-;
E0K6RLL;IBM PUREDATA SYSTEM FOR ANALYT ICS N3001-005 APPLIANCE INSTAL;IBM PUREDATA SYSTEM FOR ANALYTICS N3001-005 APPLIA;
E0K6RLL;IBM PUREDATA SYSTEM FOR ANALYT ICS N3001-005 APPLIANCE INSTAL;PureData Analytics N3001-005;
E0K6RLL;IBM PUREDATA SYSTEM FOR ANALYT ICS N3001-005 APPLIANCE INSTAL;PUREDATA SYS ANALYTI*CNG12M48;
INSTGR13ITAR740;=>>VXRAIL-500 ITALY;VXRAIL-500 ITALY SHIPMOD GR1300;
XCVRSFPSR1G10GH;=>>VXRAIL-500 TRANSCEIVER;VXRAIL 500 Flash Drive Array;
PS1600W-250VACH;=>>VXRAIL-500 DUALHOTPLG;VXRAIL-500 DUALHOTPLG 1600W PS-250VAC H;
PS1600W-250VACH;=>>VXRAIL-500 DUALHOTPLG;VxRail-500 DUALHOTPLG 1600W PS-250VAC H;
2SP570HSDM125OL;=>>VXRAIL-500 FACTORYORD RQ 2666M;VXRAIL-500 2SP570 125WL CHASSI;
2SP570HSDM125OL;=>>VXRAIL-500 FACTORYORD RQ 2666M;VxRail-500 2SP570 125WL CHASSIS FAN HSK;
2SP570HSDM125OL;=>>VXRAIL-500 FACTORYORD RQ 2666M;VXRAIL 500 Flash Drive Array;
Q9J70A;=>>>HPE OMNISTACK 8_14C 2P MEDIU SW;HPE OmniStack 8-14c 2P Medium SW/Promo;
1S5STDFANE560165L;VXRAIL-5001S5STDFANLESSTHAN165W;VxRail-500 1S 5 STD FAN LESS THAN 165W;
1S5STDFANE560165L;VXRAIL-5001S5STDFANLESSTHAN165W;VXRAIL 500 Flash Drive Array;
RRAILKIT1U1NH;VXRAIL-500A8READYRAILS2-4POSTRACKS1U1N;VXRAIL-500 A8READYRAILS2-4 POSTRACK;
RRAILKIT1U1NH;VXRAIL-500A8READYRAILS2-4POSTRACKS1U1N;VxRail-500 A8READYRAILS2-4 POSTRACKS1U1N;
XCVRSFPSR1G10GH;VXRAIL-500TRANSCEIVERLCSR1G10GH;VXRAIL 500 Flash Drive Array;
847077-B21;:APHP:HP Apollo k6000 Chassis CZ3903MYVW;HPE APOLLO K6000 CHASSIS;
847077-B21;:APHP:HP Apollo k6000 Chassis CZ3903MYVW;HPE Apollo k6000 Chassis;
859362-B21;zHP HPE Apollo 6000 Chassis Controller;HPE APOLLO 6000 CHASSIS CONTROLLER;
859362-B21;zHP HPE Apollo 6000 Chassis Controller;HPE Apollo 6000 Chassis Controller;
847077-B21;zHP HPE Apollo k6000 Chassis;HPE APOLLO K6000 CHASSIS;
847077-B21;zHP HPE Apollo k6000 Chassis;HPE Apollo k6000 Chassis;
847077-B21;:APHP:HP Apollo k6000 Chassis CZ3903MHF7;HPE APOLLO K6000 CHASSIS;
847077-B21;:APHP:HP Apollo k6000 Chassis CZ3903MHF7;HPE Apollo k6000 Chassis;
